used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd2Zr2O7,tick-pos,diff/sigma,Axis-limits
1,55.05,16846.7,15121.383877764496,15108.521328981074,-318.8838778, , ,-1.053990297, 
1,55.06,16473.3,15121.063594165214,15108.176817568907,-691.9635942, , ,-0.940449048, 
1,55.07,16313.3,15120.74369,15107.832280079536,-851.6436935, , ,-3.382004239, 
1,55.08,16260,15120.424174317975,15107.487715924044,-904.6241743, , ,-2.392203323, 
1,55.09,16446.7,15120.105040677727,15107.143124514163,-717.6050407, , ,0.6801263933643329, 
1,55.1,16840,15119.786295399765,15106.798505262235,-323.9862954, , ,-0.22204674, 
1,55.11,16500,15119.467939029577,15106.45385758126,-663.667939, , ,-2.621776436, 
1,55.12,16523.3,15119.149973275558,15106.109180884854,-640.0499733, , ,0.24287025937277984, 
1,55.13,17016.7,15118.832401843505,15105.764474587279,-146.3324018, , ,-2.912094432, 
1,55.14,16683.3,15118.515225355311,15105.419738103434,-479.4152254, , ,0.17321024254775555, 
1,55.15,16570,15118.198448784644,15105.074970848853,-592.3984488, , ,-0.008287397, 
1,55.16,16943.3,15117.88207186059,15104.730172239699,-218.7820719, , ,2.6150845411060146, 
1,55.17,16263.3,15117.566097188817,15104.385341692792,-898.4660972, , ,-0.051675643, 
1,55.18,16313.3,15117.250528359098,15104.040478625579,-848.1505284, , ,-2.748958334, 
1,55.19,15670,15116.935368127386,15103.695582456152,-1491.135368, , ,-0.81937803, 
1,55.2,15470,15116.620617804861,15103.350652603245,-1690.820618, , ,-1.705171921, 
1,55.21,15446.7,15116.306279925244,15103.005688486235,-1713.80628, , ,0.7149757199646494, 
1,55.22,15333.3,15115.992358468307,15102.66068952514,-1826.892358, , ,-1.01877341, 
1,55.23,15233.3,15115.678856580007,15102.315655140626,-1926.578857, , ,0.8319785855159076, 
1,55.24,15330,15115.365773845559,15101.970584753995,-1829.565774, , ,-1.982370796, 
1,55.25,15443.3,15115.05311664577,15101.625477787213,-1715.953117, , ,-3.205380145, 
1,55.26,15366.7,15114.740885520818,15101.28033366287,-1792.240886, , ,-1.133316897, 
1,55.27,15370,15114.429084677233,15100.935151804222,-1788.629085, , ,-2.511547975, 
1,55.28,15566.7,15114.117716683053,15100.589931635164,-1591.617717, , ,-4.430280844, 
1,55.29,15123.3,15113.806784434799,15100.244672580246,-2034.706784, , ,-1.037101371, 
1,55.3,15013.3,15113.496292632679,15099.899374064664,-2144.396293, , ,-0.091878298, 
1,55.31,15030,15113.186243056924,15099.554035514266,-2127.386243, , ,-0.060333045, 
1,55.32,15236.7,15112.876638844424,15099.208656355553,-1920.376639, , ,-3.362049412, 
1,55.33,15240,15112.567484458927,15098.86323601568,-1916.767484, , ,-1.665350256, 
1,55.34,14936.7,15112.258782502178,15098.517773922447,-2219.758783, , ,-0.87676469, 
1,55.35,14943.3,15111.950534801737,15098.172269504325,-2212.850535, , ,-2.062273937, 
1,55.36,15066.7,15111.64274843101,15097.826722190423,-2089.142748, , ,-1.460921157, 
1,55.37,15193.3,15111.335425352969,15097.481131410517,-1962.235425, , ,-0.190673171, 
1,55.38,15153.3,15111.02856981112,15097.13549659504,-2001.92857, , ,-0.212171962, 
1,55.39,15093.3,15110.722183069392,15096.789817175075,-2061.622183, , ,-2.395625204, 
1,55.4,14986.7,15110.416272337938,15096.44409258237,-2167.916272, , ,0.3589738388648919, 
1,55.41,14610,15110.11083979098,15096.098322249332,-2544.31084, , ,0.7895276543001655, 
1,55.42,15106.7,15109.805890315409,15095.75250560903,-2047.30589, , ,-4.303813927, 
1,55.43,14686.7,15109.50142577384,15095.40664209519,-2467.001426, , ,-0.321459274, 
1,55.44,15220,15109.19745281283,15095.060731142203,-1933.397453, , ,-1.231044716, 
1,55.45,15423.3,15108.893975561292,15094.714772185118,-1729.793976, , ,-2.720846634, 
1,55.46,15106.7,15108.590997284547,15094.368764659659,-2046.090997, , ,2.5028363721318825, 
1,55.47,14913.3,15108.288521442291,15094.022708002207,-2239.188521, , ,-0.247758613, 
1,55.48,15153.3,15107.986554504914,15093.676601649804,-1998.886555, , ,0.6382690934696459, 
1,55.49,15180,15107.685101483172,15093.330445040172,-1971.885101, , ,0.9620347802330818, 
1,55.5,15066.7,15107.384164169824,15092.984237611687,-2084.884164, , ,-1.390984893, 
1,55.51,15126.7,15107.08374879885,15092.63798,-2024.583749, , ,0.1996235202857633, 
1,55.52,15020,15106.783861306876,15092.291668055028,-2130.983861, , ,0.6578696702629594, 
1,55.53,15183.3,15106.484505932467,15091.945304806964,-1967.384506, , ,-1.078821635, 
1,55.54,15040,15106.185685573748,15091.598888500264,-2110.385686, , ,-2.648243532, 
1,55.55,15046.7,15105.887408940973,15091.25241857666,-2103.387409, , ,0.6724872074604753, 
1,55.56,15276.7,15105.589678412076,15090.905894478556,-1873.089678, , ,-1.33390758, 
1,55.57,14956.7,15105.292500642292,15090.559315649025,-2192.792501, , ,-1.816586934, 
1,55.58,14840,15104.995880141769,15090.21268153182,-2309.19588, , ,-2.62857301, 
1,55.59,14976.7,15104.699822971048,15089.865991571369,-2172.199823, , ,-0.833624632, 
1,55.6,14913.3,15104.404335966205,15089.519245212769,-2235.304336, , ,-0.990437636, 
1,55.61,14726.7,15104.109422804948,15089.17244,-2421.609423, , ,-3.05230493, 
1,55.62,15226.7,15103.815088640884,15088.825581084922,-1921.315089, , ,1.210399727114323, 
1,55.63,15376.7,15103.521341772424,15088.47866220926,-1771.021342, , ,-1.056821734, 
1,55.64,14890,15103.228187250232,15088.131684722637,-2257.428187, , ,0.28908986861772734, 
1,55.65,15216.7,15102.935630602467,15087.784648073542,-1930.435631, , ,-1.832254023, 
1,55.66,14800,15102.643679220626,15087.437551711151,-2346.843679, , ,-0.155312611, 
1,55.67,14760,15102.35233739744,15087.090395085319,-2386.552337, , ,0.27702000175188685, 
1,55.68,14573.3,15102.061614403314,15086.743177646584,-2572.961614, , ,-3.072591574, 
1,55.69,14670,15101.771515962862,15086.395898846173,-2475.971516, , ,-2.3025927, 
1,55.7,14563.3,15101.482045849325,15086.048558135988,-2582.382046, , ,-0.109710122, 
1,55.71,14940,15101.193213588484,15085.701154968627,-2205.393214, , ,-0.668541248, 
1,55.72,14976.7,15100.90502723158,15085.35368879736,-2168.405027, , ,-2.834720685, 
1,55.73,15306.7,15100.617490896653,15085.006159076165,-1838.117491, , ,-3.929388456, 
1,55.74,15286.7,15100.330614037022,15084.65856525968,-1857.830614, , ,-1.707720948, 
1,55.75,15193.3,15100.044402575144,15084.310906803259,-1950.944403, , ,-0.192912353, 
1,55.76,14950,15099.758865012049,15083.963183162927,-2193.958865, , ,-1.861085187, 
1,55.77,14836.7,15099.474006556306,15083.615393795404,-2306.974007, , ,-2.346187818, 
1,55.78,14786.7,15099.18983766239,15083.26753815811,-2356.689838, , ,-1.066228364, 
1,55.79,14693.3,15098.906366505584,15082.919615709146,-2449.806367, , ,-1.873795191, 
1,55.8,15136.7,15098.623598996886,15082.57162590731,-2006.123599, , ,2.428696643711785, 
1,55.81,14830,15098.341544296445,15082.223568212094,-2312.541544, , ,-3.038493262, 
1,55.82,14823.3,15098.060210358111,15081.875442083685,-2318.96021, , ,-1.941206034, 
1,55.83,15120,15097.77960635832,15081.527246982962,-2021.979606, , ,-1.123779723, 
1,55.84,14840,15097.499740565234,15081.178982371503,-2301.699741, , ,-1.823443291, 
1,55.85,14696.7,15097.220622037483,15080.830647711588,-2444.720622, , ,-0.200039904, 
1,55.86,14623.3,15096.942259044623,15080.482242466187,-2517.842259, , ,-1.569964602, 
1,55.87,15156.7,15096.664659707902,15080.133766098974,-1984.16466, , ,-0.8624129, 
1,55.88,15183.3,15096.387834309931,15079.785218074318,-1957.287834, , ,-0.562255646, 
1,55.89,14933.3,15096.111795726836,15079.436597857297,-2207.011796, , ,1.0720605675135269, 
1,55.9,14766.7,15095.83654816295,15079.087904913677,-2373.336548, , ,-3.490868187, 
1,55.91,14430,15095.5621,15078.739138709941,-2709.762101, , ,-0.709854704, 
1,55.92,15003.3,15095.288470167938,15078.39029871327,-2136.18847, , ,-3.949863341, 
1,55.93,14976.7,15095.015659667606,15078.041384391541,-2162.51566, , ,-3.890531928, 
1,55.94,14763.3,15094.743685457212,15077.692395213347,-2375.643685, , ,0.1624763390965769, 
1,55.95,14870,15094.472552415169,15077.343330647982,-2268.672552, , ,-4.462604579, 
1,55.96,14826.7,15094.202275598094,15076.994190165446,-2311.702276, , ,-0.256590005, 
1,55.97,15146.7,15093.932862553123,15076.644973236445,-1991.432863, , ,-2.498674614, 
1,55.98,15020,15093.664326475648,15076.295679332403,-2117.864326, , ,-1.48799195, 
1,55.99,14880,15093.396677760338,15075.946307925438,-2257.596678, , ,-2.982110345, 
1,56,15400,15093.129930915304,15075.596858488389,-1737.329931, , ,0.1358637924067159, 
1,56.01,15100,15092.864093490522,15075.247330494802,-2037.064093, , ,-3.357728283, 
1,56.02,14963.3,15092.599177924263,15074.897723418939,-2173.499178, , ,-0.821486965, 
1,56.03,14806.7,15092.335196759808,15074.548036735761,-2329.835197, , ,-2.772449879, 
1,56.04,15026.7,15092.072165223379,15074.198269920964,-2109.572165, , ,0.26120524309399534, 
1,56.05,14933.3,15091.810094280161,15073.848422450938,-2202.710094, , ,-2.599298424, 
1,56.06,15266.7,15091.54899413611,15073.498493802801,-1869.048994, , ,-3.252628074, 
1,56.07,14916.7,15091.288880079186,15073.148483454383,-2218.78888, , ,-2.535388312, 
1,56.08,14603.3,15091.029766593407,15072.79839088423,-2531.929767, , ,0.5191332869217047, 
1,56.09,14980,15090.771665347182,15072.448215571605,-2154.971665, , ,-0.628706106, 
1,56.1,14886.7,15090.514591109086,15072.09795699649,-2248.014591, , ,2.038384150481873, 
1,56.11,15036.7,15090.258557977862,15071.747614639587,-2097.758558, , ,-2.626615666, 
1,56.12,14893.3,15090.003580440405,15071.397187982324,-2240.90358, , ,-0.480742789, 
1,56.13,14820,15089.749672805508,15071.046676506838,-2313.949673, , ,-0.315193748, 
1,56.14,14616.7,15089.496847207127,15070.696079695997,-2516.996847, , ,-1.010947103, 
1,56.15,15046.7,15089.245124288496,15070.34539703339,-2086.745124, , ,-1.141066622, 
1,56.16,14660,15088.994516557543,15069.994628003327,-2473.194517, , ,-2.961055983, 
1,56.17,15103.3,15088.745039845879,15069.643772090847,-2029.64504, , ,-0.243806673, 
1,56.18,14810,15088.496710701093,15069.292828781709,-2322.696711, , ,-0.993488076, 
1,56.19,14643.3,15088.249546803994,15068.941797562404,-2489.149547, , ,-3.222143103, 
1,56.2,15166.7,15088.00355987565,15068.590677920145,-1965.50356, , ,-1.119304907, 
1,56.21,14700,15087.758773618387,15068.239469342874,-2431.958774, , ,-4.123629323, 
1,56.22,14846.7,15087.515201110742,15067.888171319268,-2285.015201, , ,-0.598632752, 
1,56.23,14686.7,15087.272860736784,15067.536783338723,-2444.772861, , ,-1.593658637, 
1,56.24,14666.7,15087.03177202871,15067.185304891373,-2464.531772, , ,-1.454351499, 
1,56.25,14603.3,15086.79195,15066.833735468084,-2527.69195, , ,-1.775624285, 
1,56.26,14663.3,15086.553418965861,15066.482074560448,-2467.453419, , ,-3.494681661, 
1,56.27,15130,15086.316191980395,15066.13032166079,-2000.516192, , ,1.1596987429573469, 
1,56.28,14826.7,15086.08029165277,15065.778476262183,-2303.580292, , ,-3.100781647, 
1,56.29,14963.3,15085.845740484167,15065.426537858415,-2166.74574, , ,0.4496797402228872, 
1,56.3,14953.3,15085.612553347122,15065.074505944025,-2176.512553, , ,-4.223470576, 
1,56.31,15053.3,15085.38075471125,15064.72238001428,-2076.280755, , ,1.4944584283627336, 
1,56.32,14806.7,15085.15036222217,15064.370159565186,-2322.650362, , ,-2.563422729, 
1,56.33,15090,15084.92140336101,15064.017844093489,-2039.121403, , ,-1.551117849, 
1,56.34,14886.7,15084.693891423727,15063.665433096672,-2242.193891, , ,-0.359882826, 
1,56.35,14946.7,15084.467855532053,15063.312926072958,-2181.967856, , ,-1.002070304, 
1,56.36,14853.3,15084.24331613599,15062.960322521316,-2275.143316, , ,-2.573662189, 
1,56.37,15040,15084.020299765945,15062.607621941448,-2088.2203, , ,-0.939491077, 
1,56.38,14993.3,15083.798824966052,15062.254823833802,-2134.698825, , ,-4.827945464, 
1,56.39,14970,15083.57891737414,15061.901927699571,-2157.778917, , ,-3.301679281, 
1,56.4,15260,15083.360603522853,15061.548933040694,-1867.560604, , ,0.4681252604901543, 
1,56.41,15076.7,15083.143908395856,15061.195839359849,-2050.643908, , ,1.2972749114147772, 
1,56.42,14970,15082.928854533771,15060.842646160463,-2157.128855, , ,-2.221054157, 
1,56.43,15376.7,15082.715472792815,15060.48935294671,-1750.215473, , ,-2.243947093, 
1,56.44,14836.7,15082.503787652258,15060.135959223513,-2290.003788, , ,-0.264751489, 
1,56.45,14970,15082.293828181673,15059.782464496542,-2156.493828, , ,1.1543031875714311, 
1,56.46,15093.3,15082.085618712807,15059.428868272209,-2032.985619, , ,-1.118947292, 
1,56.47,14763.3,15081.879189359823,15059.075170057693,-2362.779189, , ,-0.440410604, 
1,56.48,14910,15081.674569432955,15058.721369360905,-2215.874569, , ,-2.442239505, 
1,56.49,15040,15081.471792266519,15058.367465690524,-2085.671792, , ,-2.73938279, 
1,56.5,14843.3,15081.270880883969,15058.013458555974,-2282.170881, , ,-1.26512705, 
1,56.51,14850,15081.071874372967,15057.65934746743,-2275.271874, , ,-3.775922745, 
1,56.52,14890,15080.874795430651,15057.305131935826,-2235.074795, , ,0.6763933887082922, 
1,56.53,15183.3,15080.679685977413,15056.950811472847,-1941.579686, , ,-4.738648675, 
1,56.54,14856.7,15080.486569933802,15056.596385590941,-2267.98657, , ,-2.172526549, 
1,56.55,15136.7,15080.29548794022,15056.241853803305,-1987.795488, , ,-2.769588301, 
1,56.56,15173.3,15080.106470594455,15055.887215623905,-1951.006471, , ,-4.448855021, 
1,56.57,14973.3,15079.91955362104,15055.532470567452,-2150.819554, , ,-4.028979322, 
1,56.58,14970,15079.734773192306,15055.177618149419,-2153.934773, , ,-0.612328147, 
1,56.59,15126.7,15079.552167418507,15054.822657886056,-1997.052167, , ,-3.744043507, 
1,56.6,14910,15079.371771609223,15054.46758929435,-2213.571772, , ,-1.740639973, 
1,56.61,14846.7,15079.193625485548,15054.112411892065,-2276.693625, , ,-1.6283818, 
1,56.62,14836.7,15079.017768411715,15053.757125197728,-2286.517768, , ,-1.73288544, 
1,56.63,14893.3,15078.844242136896,15053.40172873062,-2229.744242, , ,-1.159713193, 
1,56.64,14626.7,15078.673077801417,15053.046222010802,-2496.173078, , ,-1.725183099, 
1,56.65,14946.7,15078.504328749079,15052.690604559082,-2176.004329, , ,-3.197384882, 
1,56.66,15373.3,15078.338034704806,15052.334875897051,-1749.238035, , ,-1.907606742, 
1,56.67,14880,15078.174234679022,15051.979035547056,-2242.374235, , ,-3.575548933, 
1,56.68,14973.3,15078.012980617132,15051.623083032217,-2148.912981, , ,-2.801278272, 
1,56.69,14836.7,15077.854311799325,15051.267017876424,-2285.354312, , ,-1.082549098, 
1,56.7,14790,15077.698277579737,15050.91083960433,-2331.898278, , ,-2.711501369, 
1,56.71,14616.7,15077.544926687435,15050.554547741369,-2505.044927, , ,0.13551025029974917, 
1,56.72,14933.3,15077.394307703238,15050.198141813737,-2188.294308, , ,-1.423792999, 
1,56.73,15003.3,15077.246466884166,15049.84162134841,-2118.146467, , ,-0.986546918, 
1,56.74,15013.3,15077.101463601019,15049.484985873129,-2108.001464, , ,-0.632432083, 
1,56.75,15123.3,15076.959338300912,15049.128234916418,-1997.859338, , ,-0.602089774, 
1,56.76,14743.3,15076.820153366236,15048.771368007569,-2377.720153, , ,-0.570960663, 
1,56.77,15286.7,15076.683964623646,15048.414384676651,-1834.183965, , ,0.5047831366664705, 
1,56.78,14973.3,15076.550817290947,15048.05728445451,-2147.450817, , ,0.668458233, 
1,56.79,14923.3,15076.420782991589,15047.700066872776,-2197.320783, , ,0.9117568727648415, 
1,56.8,15270,15076.293907988009,15047.342731463847,-1850.493908, , ,-2.592367014, 
1,56.81,15180,15076.170263070742,15046.985277760903,-1940.370263, , ,-1.255136026, 
1,56.82,14986.7,15076.049901298726,15046.627705297911,-2133.549901, , ,1.4004540008379305, 
1,56.83,15213.3,15075.932894894562,15046.27001360961,-1906.832895, , ,-1.600196955, 
1,56.84,14923.3,15075.819296739934,15045.912202231524,-2196.719297, , ,-1.136453461, 
1,56.85,14863.3,15075.709181294187,15045.554270699962,-2256.609181, , ,-3.840360142, 
1,56.86,15330,15075.602611394546,15045.196218552015,-1789.802611, , ,0.723216375, 
1,56.87,14960,15075.499660518444,15044.838045325554,-2159.699661, , ,-1.722168545, 
1,56.88,15036.7,15075.400397912172,15044.479750559238,-2082.900398, , ,-1.528829188, 
1,56.89,15146.7,15075.304895892454,15044.12133379252,-1972.804896, , ,-3.246986428, 
1,56.9,14826.7,15075.213229608005,15043.762794565624,-2292.71323, , ,-0.440558827, 
1,56.91,15296.7,15075.125474863995,15043.404132419575,-1822.625475, , ,0.072693644, 
1,56.92,15250,15075.041711370479,15043.045346896182,-1869.241711, , ,-3.016371943, 
1,56.93,14930,15074.96201973237,15042.686437538041,-2189.16202, , ,-1.10523527, 
1,56.94,14830,15074.886479005652,15042.327403888541,-2289.086479, , ,-1.698061436, 
1,56.95,15026.7,15074.815175071839,15041.968245491866,-2092.315175, , ,-1.287688589, 
1,56.96,14683.3,15074.748193872827,15041.60896189298,-2435.648194, , ,-1.446972741, 
1,56.97,14756.7,15074.685629099922,15041.249552637653,-2362.185629, , ,-1.959784623, 
1,56.98,14866.7,15074.627566517798,15040.89001727244,-2252.127567, , ,-5.381337487, 
1,56.99,14856.7,15074.574104170486,15040.530355344697,-2262.074104, , ,0.2865464492158934, 
1,57,15006.7,15074.525330059421,15040.170566402567,-2112.02533, , ,-3.402113216, 
1,57.01,15123.3,15074.481349293384,15039.810649995003,-1995.381349, , ,0.6136123232725824, 
1,57.02,14983.3,15074.44225941214,15039.450605671735,-2135.342259, , ,-1.72619712, 
1,57.03,15026.7,15074.40816779104,15039.09043298331,-2091.908168, , ,0.6200295598794873, 
1,57.04,14920,15074.37917730607,15038.730131481065,-2198.579177, , ,-2.483055522, 
1,57.05,15103.3,15074.355395542783,15038.369700717134,-2015.255396, , ,-0.096030256, 
1,57.06,14896.7,15074.336936286429,15038.009140244463,-2221.836936, , ,-1.46896467, 
1,57.07,15176.7,15074.323919968952,15037.64844961678,-1941.82392, , ,-2.692810089, 
1,57.08,15026.7,15074.316455459832,15037.287628388642,-2091.816455, , ,-0.678089528, 
1,57.09,14840,15074.314671090231,15036.92667611538,-2278.514671, , ,-3.152698517, 
1,57.1,14606.7,15074.318686102435,15036.56559235315,-2511.818686, , ,-3.342824363, 
1,57.11,14583.3,15074.328631571037,15036.20438,-2535.228632, , ,-0.480554696, 
1,57.12,15083.3,15074.34463973375,15035.84303,-2035.24464, , ,-1.721711917, 
1,57.13,15203.3,15074.366847210005,15035.481547706202,-1915.266847, , ,2.189108268299009, 
1,57.14,15096.7,15074.395385047032,15035.11993356569,-2021.895385, , ,-0.014492768, 
1,57.15,14730,15074.430405959143,15034.75818572904,-2388.630406, , ,-4.239977069, 
1,57.16,15023.3,15074.472054406222,15034.396303757247,-2095.372054, , ,-0.761507723, 
1,57.17,14910,15074.520475713223,15034.034287212104,-2208.720476, , ,-3.458908934, 
1,57.18,14960,15074.575831209768,15033.672135656227,-2158.775831, , ,1.3837148246061393, 
1,57.19,14703.3,15074.63828359719,15033.309848653038,-2415.538284, , ,2.3905528062282158, 
1,57.2,14646.7,15074.707984729592,15032.94742576677,-2472.207985, , ,-1.77971028, 
1,57.21,14863.3,15074.785115101926,15032.584866562478,-2255.685115, , ,-0.316445558, 
1,57.22,14953.3,15074.86984811699,15032.222170606014,-2165.769848, , ,-4.330293698, 
1,57.23,15063.3,15074.962359443394,15031.859337464062,-2055.862359, , ,-1.744315338, 
1,57.24,14850,15075.062831992514,15031.496366704114,-2269.262832, , ,-1.823163133, 
1,57.25,15053.3,15075.171458064284,15031.133257894482,-2066.071458, , ,-3.436089939, 
1,57.26,14993.3,15075.288439138563,15030.770010604294,-2126.188439, , ,0.5549527694543669, 
1,57.27,14953.3,15075.41396721889,15030.406624403491,-2166.313967, , ,-1.651811811, 
1,57.28,15100,15075.548258121687,15030.043098862845,-2019.748258, , ,-2.3851526, 
1,57.29,14816.7,15075.69151899171,15029.679433553936,-2303.191519, , ,-0.779553975, 
1,57.3,14890,15075.843980339569,15029.315628049177,-2230.04398, , ,-1.616163574, 
1,57.31,14826.7,15076.005852202486,15028.951681921792,-2293.505852, , ,-0.63922711, 
1,57.32,14970,15076.177382348253,15028.587594745828,-2150.377382, , ,-2.264853817, 
1,57.33,15080,15076.358816667947,15028.223366096172,-2040.558817, , ,-0.715054207, 
1,57.34,15003.3,15076.55039229157,15027.858995548511,-2117.450392, , ,-1.253524309, 
1,57.35,14790,15076.752371532926,15027.494482679376,-2330.952372, , ,0.12308421106375445, 
1,57.36,15230,15076.965022190268,15027.12982706612,-1891.165022, , ,1.6173273673047013, 
1,57.37,15153.3,15077.188609201647,15026.76502828691,-1968.088609, , ,1.327875798828705, 
1,57.38,14946.7,15077.42342161603,15026.400085920763,-2174.923422, , ,-0.004026699, 
1,57.39,15510,15077.669762460495,15026.034999547506,-1611.869762, , ,-0.916770364, 
1,57.4,15123.3,15077.927911695953,15025.669768747803,-1998.827912, , ,-2.437239752, 
1,57.41,14990,15078.198192884953,15025.304393103153,-2132.398193, , ,-0.804394503, 
1,57.42,15073.3,15078.480918742815,15024.938872195879,-2049.380919, , ,3.1044998926258893, 
1,57.43,15393.3,15078.776429493242,15024.573205609136,-1729.676429, , ,2.6876300894827634, 
1,57.44,15160,15079.085071500045,15024.207392926914,-1963.285072, , ,0.9985630254232815, 
1,57.45,15583.3,15079.407186180691,15023.84143373404,-1540.307186, , ,0.46710799820325083, 
1,57.46,14903.3,15079.743150030807,15023.47532761617,-2220.64315, , ,4.440308592478937, 
1,57.47,15020,15080.093338921015,15023.109074159805,-2104.293339, , ,1.1373281155066624, 
1,57.48,14973.3,15080.458141776176,15022.742672952267,-2151.358142, , ,-2.255732471, 
1,57.49,14913.3,15080.837973211606,15022.376123581727,-2211.737973, , ,-3.241058195, 
1,57.5,14753.3,15081.233250495858,15022.009425637192,-2372.13325, , ,-1.163277438, 
1,57.51,14910,15081.644400405263,15021.642578708505,-2215.8444, , ,0.29232651196047915, 
1,57.52,14933.3,15082.071874244315,15021.275582386357,-2192.971874, , ,-2.38394479, 
1,57.53,14913.3,15082.516150915279,15020.908436262263,-2213.416151, , ,-0.347871347, 
1,57.54,15270,15082.977697877186,15020.541139928597,-1857.177698, , ,-2.326085874, 
1,57.55,15153.3,15083.457019723603,15020.17369297857,-1974.35702, , ,0.5403191259045524, 
1,57.56,14970,15083.954638095855,15019.806095006226,-2158.154638, , ,-0.128023072, 
1,57.57,15050,15084.471085931204,15019.438345606468,-2078.671086, , ,0.4363445778395521, 
1,57.58,14893.3,15085.00692218518,15019.070444375036,-2235.906922, , ,-1.583302051, 
1,57.59,15033.3,15085.562727003611,15018.702390908516,-2096.462727, , ,-0.069062553, 
1,57.6,14836.7,15086.139093586587,15018.334184804344,-2293.639094, , ,-1.906563435, 
1,57.61,14883.3,15086.736644788358,15017.965825660798,-2247.636645, , ,-1.497045639, 
1,57.62,14770,15087.35602390841,15017.597313077007,-2361.556024, , ,-2.094083609, 
1,57.63,14733.3,15087.997915314692,15017.228646652955,-2398.897915, , ,-0.763120029, 
1,57.64,14993.3,15088.662998577813,15016.859825989464,-2139.562999, , ,-0.061602065, 
1,57.65,14870,15089.352005393508,15016.490850688222,-2263.552005, , ,-0.9491793, 
1,57.66,15196.7,15090.065687366303,15016.121720351752,-1937.565687, , ,-2.279387985, 
1,57.67,15186.7,15090.804813297527,15015.752434583443,-1948.304813, , ,-1.705597935, 
1,57.68,15153.3,15091.57021645178,15015.38299298753,-1982.470216, , ,-1.270217902, 
1,57.69,14983.3,15092.362722792948,15015.013395169104,-2153.262723, , ,-1.377246597, 
1,57.7,14883.3,15093.183217562593,15014.643640734113,-2254.083218, , ,-0.888787501, 
1,57.71,15376.7,15094.032613987516,15014.273729289363,-1761.532614, , ,-0.698991484, 
1,57.72,15093.3,15094.911873277106,15013.90366044251,-2045.811873, , ,-1.374062266, 
1,57.73,14703.3,15095.821978039685,15013.533433802071,-2436.721978, , ,-1.808458148, 
1,57.74,14880,15096.763966018723,15013.163048977422,-2260.963966, , ,0.8586617830779476, 
1,57.75,14893.3,15097.738912539287,15012.79251,-2248.638913, , ,5.9500075702875534, 
1,57.76,14823.3,15098.747947048318,15012.421803217303,-2319.647947, , ,1.842762757389921, 
1,57.77,15000,15099.792230882096,15012.050941504884,-2143.992231, , ,1.4463204579087063, 
1,57.78,14720,15100.872983402893,15011.679920054361,-2425.072983, , ,-0.423898424, 
1,57.79,14806.7,15101.991491535704,15011.308738479416,-2339.491492, , ,-0.046703448, 
1,57.8,15083.3,15103.149077730766,15010.937396394602,-2064.049078, , ,2.950616431024112, 
1,57.81,15273.3,15104.34713369976,15010.565893415318,-1875.247134, , ,1.1028196896469733, 
1,57.82,15273.3,15105.587120982093,15010.194229157847,-1876.487121, , ,0.27637418988803303, 
1,57.83,15220,15106.870555924492,15009.822403239326,-1931.070556, , ,0.9439085107806668, 
1,57.84,14706.7,15108.199018174693,15009.450415277764,-2445.699018, , ,-0.502046663, 
1,57.85,14886.7,15109.574162900386,15009.07826489204,-2267.074163, , ,-0.421051424, 
1,57.86,14926.7,15110.997743468779,15008.705951701897,-2228.497743, , ,-4.4145595, 
1,57.87,14873.3,15112.47158498214,15008.333475327952,-2283.371585, , ,0.6782976606931734, 
1,57.88,15136.7,15113.99757608216,15007.96083539169,-2021.497576, , ,-2.374483656, 
1,57.89,14810,15115.57771773635,15007.588031515466,-2349.777718, , ,3.135417383468927, 
1,57.9,14843.3,15117.214125145407,15007.215063322516,-2318.114125, , ,1.952323703042719, 
1,57.91,15163.3,15118.908971118772,15006.841930436933,-1999.808971, , ,-0.018195242, 
1,57.92,14976.7,15120.664571368914,15006.468632483702,-2188.164571, , ,-0.583308695, 
1,57.93,15600,15122.483340463463,15006.095169088665,-1566.68334, , ,1.5807753916958276, 
1,57.94,14866.7,15124.367836558531,15005.721539878557,-2301.867837, , ,-2.212219264, 
1,57.95,14896.7,15126.320710853943,15005.347744480976,-2273.820711, , ,1.659168071946612, 
1,57.96,15086.7,15128.344785079296,15004.973782524403,-2085.844785, , ,1.4200131104249913, 
1,57.97,15280,15130.442988611056,15004.599653638197,-1894.642989, , ,0.19335759547702225, 
1,57.98,15296.7,15132.618464866844,15004.225357452598,-1880.118465, , ,-0.183351341, 
1,57.99,15116.7,15134.874468487431,15003.850893598725,-2062.374468, , ,-0.884319677, 
1,58,14900,15137.214455399344,15003.476261708567,-2281.414455, , ,2.631229758742674, 
1,58.01,14910,15139.642046336854,15003.101461415017,-2273.842046, , ,-1.184357884, 
1,58.02,15266.7,15142.16109038049,15002.72649235183,-1919.66109, , ,0.48276619445844926, 
1,58.03,15073.3,15144.77564278414,15002.351354153654,-2115.675643, , ,0.5343349295558535, 
1,58.04,15026.7,15147.489972485222,15001.976046456017,-2164.989972, , ,2.336576597256225, 
1,58.05,15050,15150.308589045999,15001.600568895337,-2144.508589, , ,-0.164630315, 
1,58.06,15303.3,15153.23626089258,15001.224921108911,-1894.136261, , ,2.3333892721814076, 
1,58.07,15516.7,15156.278073191055,15000.849102734932,-1683.778073, , ,0.5014583645891024, 
1,58.08,15543.3,15159.439340526671,15000.47311341247,-1660.339341, , ,0.044222254, 
