used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd2Zr2O7,tick-pos,diff/sigma,Axis-limits
1,33.24,16840,17124.785713855268,17062.557210628034,-2328.985714, , ,-0.798784048, 
1,33.25,16786.7,17123.357999161137,17060.580645397557,-2380.857999, , ,0.2240715727132024, 
1,33.26,16920,17121.94842233562,17058.605364703173,-2246.148422, , ,0.2687822452969335, 
1,33.27,16780,17120.557485551893,17056.631368608534,-2384.757486, , ,-2.347996568, 
1,33.28,16740,17119.185704333388,17054.65866,-2423.385704, , ,-0.403257051, 
1,33.29,16803.3,17117.83362185882,17052.687230467065,-2358.733622, , ,-0.860533226, 
1,33.3,17113.3,17116.501790842434,17050.71708854141,-2047.401791, , ,-3.865432699, 
1,33.31,16833.3,17115.190810727294,17048.748231457885,-2326.090811, , ,-1.610628524, 
1,33.32,17303.3,17113.901288584646,17046.780659274038,-1854.801289, , ,-1.396524486, 
1,33.33,17300,17112.633859141035,17044.814372046156,-1856.833859, , ,-0.89481298, 
1,33.34,17163.3,17111.38918906988,17042.84936982931,-1992.289189, , ,0.9592631869763334, 
1,33.35,16940,17110.16797508413,17040.88565267736,-2214.367975, , ,-0.900480782, 
1,33.36,16696.7,17108.970938214203,17038.923220642944,-2456.470938, , ,-1.215457708, 
1,33.37,16890,17107.79885,17036.96207377746,-2261.998847, , ,-3.44672256, 
1,33.38,16670,17106.65248450047,17035.002212131087,-2480.852485, , ,-0.764856782, 
1,33.39,16553.3,17105.532670405522,17033.043635752812,-2596.43267, , ,-1.753270684, 
1,33.4,16843.3,17104.440290422477,17031.08634469036,-2305.34029, , ,0.23212985244823636, 
1,33.41,16730,17103.376231991835,17029.13033899028,-2417.576232, , ,-0.032440142, 
1,33.42,17196.7,17102.341442157485,17027.17561869786,-1949.841442, , ,1.4114450582707816, 
1,33.43,17056.7,17101.336919460537,17025.222183857204,-2088.836919, , ,-0.682436461, 
1,33.44,17086.7,17100.36369629631,17023.270034511184,-2057.863696, , ,1.5243068422676203, 
1,33.45,16626.7,17099.42285894152,17021.31917070147,-2516.922859, , ,-3.323638413, 
1,33.46,16910,17098.51555279946,17019.369592468498,-2232.715553, , ,-1.31514975, 
1,33.47,17046.7,17097.64295092878,17017.42129985151,-2095.142951, , ,-0.286939932, 
1,33.48,16746.7,17096.806323184846,17015.47429288852,-2394.306323, , ,-0.600824763, 
1,33.49,16930,17096.006981860326,17013.528571616338,-2210.206982, , ,-2.67834753, 
1,33.5,16653.3,17095.246291221923,17011.584136070556,-2486.146291, , ,-1.013815372, 
1,33.51,16376.7,17094.52571471727,17009.64098628557,-2762.025715, , ,-2.975808678, 
1,33.52,17106.7,17093.846753462913,17007.699122294547,-2031.346753, , ,0.8659123426750626, 
1,33.53,17020,17093.21102349195,17005.75854412946,-2117.411023, , ,-2.641088095, 
1,33.54,16723.3,17092.620188043158,17003.81925182108,-2413.520188, , ,-2.4987646, 
1,33.55,16800,17092.07602145715,17001.881245398952,-2336.276021, , ,-2.016362306, 
1,33.56,16876.7,17091.580385811372,16999.94452489142,-2259.080386, , ,-1.53627992, 
1,33.57,16743.3,17091.135237118997,16998.00909032563,-2392.035237, , ,-3.359966077, 
1,33.58,16333.3,17090.742642018213,16996.074941727533,-2801.642642, , ,-2.924237175, 
1,33.59,16486.7,17090.404760606074,16994.14207912185,-2647.904761, , ,-1.06296893, 
1,33.6,16706.7,17090.12391176521,16992.210502532118,-2427.623912, , ,0.202617848, 
1,33.61,17050,17089.90250354562,16990.28021198068,-2084.102504, , ,-0.134142719, 
1,33.62,16660,17089.743102305994,16988.351207488642,-2473.943102, , ,0.48262823563529034, 
1,33.63,16980,17089.648395043667,16986.423489075954,-2153.848395, , ,-0.258950544, 
1,33.64,16953.3,17089.62125472124,16984.49705676134,-2180.521255, , ,-1.245727888, 
1,33.65,16836.7,17089.66469,16982.571910562347,-2297.164695, , ,0.2366052089289288, 
1,33.66,16633.3,17089.781918712757,16980.64805049529,-2500.681919, , ,-0.986771263, 
1,33.67,17070,17089.976308179317,16978.725476575313,-2064.176308, , ,1.1574138370213967, 
1,33.68,16713.3,17090.251468746486,16976.80418881637,-2421.151469, , ,-1.837243174, 
1,33.69,16946.7,17090.611199388644,16974.884187231204,-2188.111199, , ,-1.573809129, 
1,33.7,16726.7,17091.059546080625,16972.965471831358,-2408.559546, , ,0.41343478822699226, 
1,33.71,16726.7,17091.60080656612,16971.048042627215,-2409.100807, , ,-2.282458915, 
1,33.72,17083.3,17092.23954,16969.13189962793,-2053.139538, , ,-1.124644961, 
1,33.73,16676.7,17092.98061791854,16967.217042841483,-2460.480618, , ,-2.360885319, 
1,33.74,17510,17093.82918667209,16965.30347227466,-1628.029187, , ,-1.782483726, 
1,33.75,16680,17094.790786054706,16963.391187933063,-2458.990786, , ,-3.734971398, 
1,33.76,16880,17095.87125541862,16961.480189821086,-2260.071255, , ,-1.305281459, 
1,33.77,17063.3,17097.076873758775,16959.570477941972,-2077.976874, , ,-1.864085916, 
1,33.78,16656.7,17098.41435256019,16957.66205229774,-2485.914353, , ,0.6766732640392612, 
1,33.79,17016.7,17099.89080957197,16955.75491288923,-2127.39081, , ,-0.01749763, 
1,33.8,16850,17101.51392711725,16953.849059716125,-2295.713927, , ,-1.244507929, 
1,33.81,16880,17103.29189248849,16951.94449277688,-2267.491892, , ,-0.934312727, 
1,33.82,16803.3,17105.233467565788,16950.04121206881,-2346.133468, , ,-1.491834889, 
1,33.83,16720,17107.34812614589,16948.13922,-2431.548126, , ,-3.514966392, 
1,33.84,16873.3,17109.645955236985,16946.238509329392,-2280.545955, , ,-1.087632366, 
1,33.85,17106.7,17112.13784674718,16944.33908728673,-2049.637847, , ,-2.276608478, 
1,33.86,17110,17114.835524664264,16942.440951452594,-2049.035525, , ,0.8923973782709614, 
1,33.87,17116.7,17117.75160036876,16940.544101818345,-2045.2516, , ,2.5429960354610435, 
1,33.88,16886.7,17120.89969899585,16938.648538374207,-2278.399699, , ,-0.450021987, 
1,33.89,16816.7,17124.29450854955,16936.75426110921,-2351.794509, , ,1.5241915283689838, 
1,33.9,16663.3,17127.95191389395,16934.86127,-2508.851914, , ,-1.927383721, 
1,33.91,17040,17131.889166984132,16932.969565066865,-2136.089167, , ,2.3443695082494105, 
1,33.92,16656.7,17136.12489974071,16931.079146261705,-2523.6249, , ,1.1370661559988098, 
1,33.93,16930,17140.679326228812,16929.19001358004,-2254.879326, , ,1.4424090768016578, 
1,33.94,17106.7,17145.574471539934,16927.302167005022,-2083.074472, , ,-0.299970562, 
1,33.95,16950,17150.834252854256,16925.415606518654,-2245.034253, , ,0.008459129, 
1,33.96,16676.7,17156.48479939832,16923.53033210172,-2523.984799, , ,0.4830286889901197, 
1,33.97,16876.7,17162.554579283806,16921.64634373388,-2330.054579, , ,3.290055466731591, 
1,33.98,16680,17169.074739492342,16919.763641393587,-2533.274739, , ,0.26292695610859607, 
1,33.99,16883.3,17176.079366705486,16917.882225058147,-2336.979367, , ,1.2592905660255969, 
1,34,16946.7,17183.60587449648,16916.002094703694,-2281.105874, , ,-2.396580917, 
1,34.01,17063.3,17191.695349990852,16914.123250305183,-2172.59535, , ,0.086343696, 
1,34.02,17280,17200.393037856164,16912.24569183642,-1964.593038, , ,-2.475551999, 
1,34.03,17030,17209.748816185467,16910.36941927003,-2223.948816, , ,1.6746543025206626, 
1,34.04,17193.3,17219.817825445527,16908.494432577485,-2070.717825, , ,-3.509728907, 
1,34.05,16800,17230.66105784755,16906.62073172908,-2474.861058, , ,0.1946205215137834, 
1,34.06,17010,17242.34622948235,16904.74831669396,-2276.546229, , ,0.21557702163603865, 
1,34.07,16620,17254.948613354856,16902.87718744009,-2679.148613, , ,-0.843489139, 
1,34.08,16816.7,17268.552124188667,16901.007343934303,-2496.052124, , ,-4.187653972, 
1,34.09,16900,17283.250396077994,16899.138786142234,-2427.450396, , ,-2.546859318, 
1,34.1,16740,17299.14854869255,16897.271514028394,-2603.348549, , ,-0.684343407, 
1,34.11,16953.3,17316.36426,16895.405527556104,-2407.264258, , ,-0.66333917, 
1,34.12,16650,17335.03019655678,16893.54082668755,-2729.230197, , ,-1.924086355, 
1,34.13,16773.3,17355.29617006218,16891.677411383745,-2626.19617, , ,-2.681959082, 
1,34.14,16696.7,17377.331777309202,16889.81528160455,-2724.831777, , ,-0.383947108, 
1,34.15,16766.7,17401.329512172124,16887.95443730869,-2678.829512, , ,-1.158082957, 
1,34.16,17023.3,17427.508928555926,16886.094878453692,-2448.408929, , ,0.7112520217855796, 
1,34.17,16856.7,17456.12096864726,16884.236604995986,-2643.620969, , ,-4.515336639, 
1,34.18,17423.3,17487.453609143133,16882.379616890783,-2108.353609, , ,-4.098749218, 
1,34.19,17280,17521.838442557473,16880.523914092202,-2286.038443, , ,0.7495491288230969, 
1,34.2,17080,17559.65914918685,16878.669496553182,-2523.859149, , ,-1.029122273, 
1,34.21,17526.7,17601.36106484806,16876.816364225502,-2118.861065, , ,1.6709465803713965, 
1,34.22,17100,17647.463718834417,16874.96451705982,-2591.663719, , ,-0.577024205, 
1,34.23,17583.3,17698.57601164243,16873.11395500562,-2159.476012, , ,0.618293241, 
1,34.24,17840,17755.41539002449,16871.264678011245,-1959.61539, , ,-2.841214151, 
1,34.25,17576.7,17818.831845249373,16869.41668602391,-2286.331845, , ,-0.803326796, 
1,34.26,17426.7,17889.839971818015,16867.569978989646,-2507.339972, , ,0.011245757222563242, 
1,34.27,18026.7,17969.66106741627,16865.724556853373,-1987.161067, , ,-1.681116506, 
1,34.28,18360,18059.782876319263,16863.880419558856,-1743.982876, , ,-0.595869402, 
1,34.29,18463.3,18162.045878797206,16862.03757,-1742.945879, , ,-1.202872298, 
1,34.3,18413.3,18278.77264320818,16860.195999264393,-1909.672643, , ,0.4775742326536126, 
1,34.31,18110,18412.968538202087,16858.35571614627,-2347.168538, , ,1.7364555202770466, 
1,34.32,18770,18568.626295527723,16856.516717633513,-1842.826296, , ,-1.988783204, 
1,34.33,19480,18751.18155092829,16854.67900366419,-1315.381551, , ,-0.442899551, 
1,34.34,19036.7,18968.16359954675,16852.84257,-1975.6636, , ,-0.855940303, 
1,34.35,19843.3,19230.058217743303,16851.007429102327,-1430.958218, , ,4.8649704300513505, 
1,34.36,19963.3,19551.35371197494,16849.17357,-1632.253712, , ,-0.886546955, 
1,34.37,20160,19951.64480683034,16847.34099194234,-1835.844807, , ,1.1242073832871629, 
1,34.38,21130,20456.55201353525,16845.509699721086,-1370.752014, , ,-2.497020261, 
1,34.39,21096.7,21098.109234189185,16843.67969164768,-2045.609234, , ,-0.679001631, 
1,34.4,22236.7,21914.20565701188,16841.850967652215,-1721.705657, , ,-0.92395017, 
1,34.41,23200,22946.686491530843,16840.023527663656,-1790.886492, , ,-0.444890243, 
1,34.42,23826.7,24237.69859016719,16838.197371609833,-2455.19859, , ,-1.00327107, 
1,34.43,25576.7,25823.611269425517,16836.37249941743,-2291.111269, , ,0.8196511844897424, 
1,34.44,27256.7,27724.786222852093,16834.548911012036,-2512.286223, , ,-0.864303717, 
1,34.45,29103.3,29927.409239718036,16832.726606318072,-2868.30924, , ,3.1578016222512106, 
1,34.46,31623.3,32352.108977049236,16830.905585258846,-2773.008977, , ,1.6914785619024277, 
1,34.47,33553.3,34810.191159627124,16829.085847756545,-3301.09116, , ,-1.067937269, 
1,34.48,35083.3,36975.87538757338,16827.26739373221,-3936.775388, , ,-1.726194053, 
1,34.49,36716.7,38445.385657685634,16825.45022310579,-3772.885658, , ,-0.881044011, 
1,34.5,36926.7,38928.97868208092,16823.63433579605,-4046.478682, , ,-1.465645769, 
1,34.51,36580,38452.95121050716,16821.819731720694,-3917.151211, , ,-1.46951587, 
1,34.52,35416.7,37350.943376738636,16820.006410796257,-3978.443377, , ,0.04896544, 
1,34.53,34400,36049.57798175623,16818.19437293818,-3693.777982, , ,-2.451275118, 
1,34.54,33093.3,34868.956829969095,16816.383618060754,-3819.85683, , ,-4.574800255, 
1,34.55,31486.7,33950.34358839704,16814.574146077168,-4507.843588, , ,-3.73639117, 
1,34.56,30736.7,33263.51658,16812.76595689949,-4571.016578, , ,-1.753809353, 
1,34.57,28993.3,32642.90401747014,16810.95905043866,-5693.804017, , ,-2.220842189, 
1,34.58,28483.3,31863.616256432764,16809.153426604502,-5424.516256, , ,0.7248896268540889, 
1,34.59,27550,30766.642062638795,16807.349085305726,-5260.842063, , ,-1.229760409, 
1,34.6,26733.3,29355.986069422477,16805.546026449912,-4666.886069, , ,-0.724440914, 
1,34.61,25636.7,27773.37850344545,16803.744249943556,-4180.878503, , ,-2.798107258, 
1,34.62,24236.7,26190.070334738237,16801.943755691987,-3997.570335, , ,-2.77716148, 
1,34.63,23150,24728.249308060986,16800.14454359947,-3622.449308, , ,0.995305935, 
1,34.64,21726.7,23447.370377702573,16798.34661356912,-3764.870378, , ,2.3226985658717547, 
1,34.65,20950,22362.534978272663,16796.549965502963,-3456.734978, , ,2.5091721049384805, 
1,34.66,20076.7,21464.640572755427,16794.754599301905,-3432.140573, , ,2.269398949344141, 
1,34.67,19333.3,20733.317159734575,16792.960514865725,-3444.21716, , ,1.863358429365213, 
1,34.68,18580,20143.950115800628,16791.167712093124,-3608.150116, , ,-0.437299487, 
1,34.69,18453.3,19671.487680654463,16789.376190881667,-3262.387681, , ,-0.537521144, 
1,34.7,18273.3,19292.638164796634,16787.58595112781,-3063.538165, , ,1.5208043926249026, 
1,34.71,17890,18987.109879203443,16785.796992726926,-3141.309879, , ,1.040733442957594, 
1,34.72,17846.7,18738.14952453284,16784.00931557326,-2935.649525, , ,0.9660214754682048, 
1,34.73,17720,18532.53194198656,16782.222919559954,-2856.731942, , ,4.408894326633102, 
1,34.74,17670,18360.185778259543,16780.437804579047,-2734.385778, , ,1.7935222010745688, 
1,34.75,17743.3,18213.633370917814,16778.653970521467,-2514.533371, , ,-2.333499235, 
1,34.76,17073.3,18087.39510344764,16776.871417277063,-3058.295103, , ,0.35360333580936687, 
1,34.77,17493.3,17977.457973103687,16775.090144734546,-2528.357973, , ,-2.610881487, 
1,34.78,17150,17880.849747908655,16773.31015278155,-2775.049748, , ,-0.013381913, 
1,34.79,17436.7,17795.323632333195,16771.53144,-2402.823632, , ,-0.76557397, 
1,34.8,17546.7,17719.140395629944,16769.754010189117,-2216.640396, , ,0.027914187, 
1,34.81,17186.7,17650.92085534451,16767.977859319424,-2508.420855, , ,-0.0959609, 
1,34.82,16943.3,17589.548279478044,16766.202988578767,-2690.448279, , ,-2.041028516, 
1,34.83,17213.3,17534.10366108817,16764.429397849264,-2365.003661, , ,-0.586264507, 
1,34.84,17033.3,17483.82097522797,16762.65708701195,-2494.720975, , ,-1.244211007, 
1,34.85,16670,17438.05611634296,16760.886055946765,-2812.256116, , ,-1.36939272, 
1,34.86,17040,17396.262727157133,16759.116304532545,-2400.462727, , ,-0.911491332, 
1,34.87,17113.3,17357.975258079252,16757.347832647047,-2288.875258, , ,-2.010504227, 
1,34.88,16703.3,17322.79452523581,16755.580640166918,-2663.694525, , ,-1.502231255, 
1,34.89,17096.7,17290.376635451234,16753.81472696773,-2237.876635, , ,-0.244944678, 
1,34.9,16716.7,17260.424197423763,16752.050092923946,-2587.924197, , ,-2.021606245, 
1,34.91,16886.7,17232.678859700798,16750.28673790896,-2390.17886, , ,0.9025192366389486, 
1,34.92,16890,17206.91526533737,16748.524661795043,-2361.115265, , ,-0.811539197, 
1,34.93,16996.7,17182.93628376302,16746.763864453405,-2230.436284, , ,-1.34982445, 
1,34.94,16970,17160.56867895463,16745.004345754176,-2234.768679, , ,-2.037006913, 
1,34.95,17173.3,17139.659862652166,16743.246105566366,-2010.559863, , ,0.12015659673686001, 
1,34.96,16876.7,17120.07493129263,16741.489143757917,-2287.574931, , ,-3.643948126, 
1,34.97,16906.7,17101.694281824257,16739.733460195686,-2239.194282, , ,-2.833075117, 
1,34.98,16840,17084.411515768774,16737.979054745443,-2288.611516, , ,-4.670473908, 
1,34.99,16940,17068.131842532184,16736.22592727187,-2172.331843, , ,-2.96441381, 
1,35,17030,17052.770466503094,16734.474077638577,-2066.970467, , ,-4.678837903, 
1,35.01,16936.7,17038.251475068424,16732.723505708072,-2145.751475, , ,-5.207651439, 
1,35.02,16786.7,17024.506567842433,16730.974211341807,-2282.006568, , ,-2.631231928, 
1,35.03,17210,17011.474334496805,16729.22619440014,-1845.674334, , ,-2.930207646, 
1,35.04,17063.3,16999.099344478524,16727.479454742348,-1979.999344, , ,0.5933720232230107, 
1,35.05,17316.7,16987.33145035079,16725.73399222663,-1714.83145, , ,0.8298233645441371, 
1,35.06,17070,16976.125261126384,16723.98980671011,-1950.325261, , ,0.36962285022047925, 
1,35.07,17193.3,16965.43954908223,16722.24689804883,-1816.339549, , ,-1.71915625, 
1,35.08,17346.7,16955.236772445423,16720.505266097767,-1652.736772, , ,-2.728390561, 
1,35.09,17923.3,16945.48284341192,16718.764910710808,-1066.382843, , ,-0.220052674, 
1,35.1,17906.7,16936.146525662818,16717.025831740775,-1073.646526, , ,-1.096451544, 
1,35.11,17853.3,16927.199313486133,16715.288029039417,-1118.099313, , ,-4.524377222, 
1,35.12,17933.3,16918.61512874677,16713.5515,-1029.515129, , ,-2.277114209, 
1,35.13,18313.3,16910.370000213563,16711.816251844346,-641.2700002, , ,-4.059233146, 
1,35.14,18963.3,16902.442018259695,16710.082277048758,16.657981740304194, , ,-4.686606673, 
1,35.15,19666.7,16894.810898079922,16708.349577918103,727.6891019200782, , ,-4.86601163, 
1,35.16,20046.7,16887.45802,16706.618154298787,1115.041977, , ,-4.420443746, 
1,35.17,20443.3,16880.366220776872,16704.88800603612,1518.7337792231272, , ,-3.455317459, 
1,35.18,20480,16873.519640701026,16703.159132974357,1562.2803592989737, , ,-2.595680659, 
1,35.19,20796.7,16866.90361351847,16701.431534956686,1885.596386481532, , ,-0.184396099, 
1,35.2,20950,16860.50455946432,16699.705211825236,2045.2954405356802, , ,1.8044536141643002, 
1,35.21,20306.7,16854.30987366618,16697.98016342105,1408.1901263338193, , ,-2.091746616, 
1,35.22,19600,16848.307890619824,16696.256389584134,707.4921093801756, , ,0.4313221777956041, 
1,35.23,19536.7,16842.487771178723,16694.53389015341,650.0122288212776, , ,0.06614607, 
1,35.24,19260,16836.839406471416,16692.812664966747,378.96059352858424, , ,-0.809431211, 
1,35.25,19100,16831.353406457383,16691.092713860948,224.4465935426167, , ,-1.202932934, 
1,35.26,18756.7,16826.021028401494,16689.374036671757,-113.5210284, , ,-2.80037639, 
1,35.27,18823.3,16820.834097242197,16687.656633233866,-41.73409724, , ,-3.96846209, 
1,35.28,18940,16815.784989379044,16685.94050338089,80.01501062095554, , ,-3.873215779, 
1,35.29,18523.3,16810.86656996862,16684.225646945397,-331.76657, , ,-3.579199691, 
1,35.3,18293.3,16806.072177427348,16682.512063758906,-556.9721774, , ,-5.180587028, 
1,35.31,17886.7,16801.395573125123,16680.799753651856,-958.8955731, , ,-1.470352207, 
1,35.32,17403.3,16796.83091468249,16679.088716453654,-1437.730915, , ,-3.666254722, 
1,35.33,17246.7,16792.372714247354,16677.37895199264,-1589.872714, , ,-1.894852761, 
1,35.34,16906.7,16788.015805831645,16675.670460096095,-1925.515806, , ,-4.122659396, 
1,35.35,16666.7,16783.755360570132,16673.963240590274,-2161.255361, , ,-2.935954926, 
1,35.36,16783.3,16779.586834506692,16672.257293300332,-2040.486835, , ,-1.466420377, 
1,35.37,16826.7,16775.505948090406,16670.552618050428,-1993.005948, , ,-1.690351578, 
1,35.38,16596.7,16771.508662095188,16668.849214663624,-2219.008662, , ,-0.305677938, 
1,35.39,17270,16767.591198123857,16667.14708296196,-1541.791198, , ,-3.969589685, 
1,35.4,17123.3,16763.749968751446,16665.446222766415,-1684.649969, , ,-3.328360375, 
1,35.41,16893.3,16759.981594214532,16663.74663389692,-1910.881594, , ,-1.584497637, 
1,35.42,16343.3,16756.282882860905,16662.048316172368,-2457.182883, , ,-1.686013557, 
1,35.43,16803.3,16752.650823758595,16660.351269410603,-1993.550824, , ,-3.788078574, 
1,35.44,16620,16749.082574298085,16658.65549342841,-2173.282574, , ,3.3555364484342154, 
1,35.45,16903.3,16745.575433012633,16656.96098804155,-1886.475433, , ,-1.870429269, 
1,35.46,16693.3,16742.12685674438,16655.267753064723,-2093.026857, , ,-1.75149715, 
1,35.47,16183.3,16738.734426788917,16653.57578831159,-2599.634427, , ,-0.778717824, 
1,35.48,16566.7,16735.395849372147,16651.88509359479,-2212.895849, , ,0.6939636125350884, 
1,35.49,16476.7,16732.10896423332,16650.19566872589,-2299.608964, , ,-0.228118143, 
1,35.5,16400,16728.87169598766,16648.50751351543,-2373.071696, , ,-3.594583598, 
1,35.51,16303.3,16725.682097041714,16646.820627772915,-2466.582097, , ,1.6657569194463024, 
1,35.52,16780,16722.538312068988,16645.13501130681,-1986.738312, , ,-2.909751057, 
1,35.53,16333.3,16719.438569665268,16643.45066392453,-2430.33857, , ,-1.36467817, 
1,35.54,16450,16716.381202614255,16641.767585432477,-2310.581203, , ,-0.467019542, 
1,35.55,16503.3,16713.36460592583,16640.08577563599,-2254.264606, , ,0.13496879465827238, 
1,35.56,16550,16710.38726,16638.405234339396,-2204.58726, , ,-0.15943908, 
1,35.57,16600,16707.447716135324,16636.725961345972,-2151.647716, , ,-2.068315318, 
1,35.58,16206.7,16704.5446,16635.04795645797,-2542.044602, , ,-2.09669736, 
1,35.59,16603.3,16701.67660315885,16633.371219476598,-2142.576603, , ,-1.708055411, 
1,35.6,16446.7,16698.84245940577,16631.69575020205,-2296.342459, , ,-2.081199612, 
1,35.61,16246.7,16696.040981216596,16630.02154843347,-2493.540981, , ,-1.643276295, 
1,35.62,16163.3,16693.27103113284,16628.348613968992,-2574.171031, , ,-1.304973457, 
1,35.63,16413.3,16690.531508173004,16626.676946605698,-2321.431508, , ,0.19944527466949297, 
1,35.64,16396.7,16687.821382880164,16625.00654613967,-2335.321383, , ,-1.215431207, 
1,35.65,16203.3,16685.13965702917,16623.33741236593,-2526.039657, , ,-1.171052951, 
1,35.66,16230,16682.485375309207,16621.669545078494,-2496.685375, , ,-2.008356512, 
1,35.67,16380,16679.857636291046,16620.00294407036,-2344.057636, , ,-0.083528612, 
1,35.68,16220,16677.255562624683,16618.337609133472,-2501.455563, , ,-0.841823471, 
1,35.69,16480,16674.678320828123,16616.673540058775,-2238.878321, , ,-3.9536982, 
1,35.7,16750,16672.12512224104,16615.01073663618,-1966.325122, , ,-1.608559733, 
1,35.71,16623.3,16669.595197990813,16613.34919865457,-2090.495198, , ,-0.805625592, 
1,35.72,16566.7,16667.087813297694,16611.688925901835,-2144.587813, , ,-1.912232891, 
1,35.73,16620,16664.60226890524,16610.029918164808,-2088.802269, , ,-2.236153272, 
1,35.74,16800,16662.13789154364,16608.372175229324,-1906.337892, , ,-1.871909241, 
1,35.75,16123.3,16659.69403774437,16606.71569688019,-2580.594038, , ,0.3912529462199537, 
1,35.76,16370,16657.270083349806,16605.060482901197,-2331.470083, , ,1.6625491542151172, 
1,35.77,16530,16654.86543805674,16603.406533075125,-2169.065438, , ,-0.734209323, 
1,35.78,16290,16652.479524197122,16601.753847183725,-2406.679524, , ,-0.665175215, 
1,35.79,16086.7,16650.11180129521,16600.10242500775,-2607.611801, , ,-0.889557786, 
1,35.8,16073.3,16647.761736980443,16598.45226632691,-2618.661737, , ,0.3219568417148684, 
1,35.81,16493.3,16645.42882510733,16596.803370919937,-2196.328825, , ,0.002441716, 
1,35.82,16460,16643.112581940684,16595.155738564525,-2227.312582, , ,-2.350729758, 
1,35.83,16743.3,16640.812534234734,16593.50936903736,-1941.712534, , ,-0.297911659, 
1,35.84,16030,16638.528233776648,16591.864262114126,-2652.728234, , ,-1.302962484, 
1,35.85,16350,16636.259246180853,16590.22041756948,-2330.459246, , ,-1.478551132, 
1,35.86,16290,16634.005150889072,16588.577835177097,-2388.205151, , ,-0.993539154, 
1,35.87,16206.7,16631.765549276482,16586.936514709603,-2469.265549, , ,-1.537150101, 
1,35.88,16000,16629.540056307163,16585.296455938664,-2673.740056, , ,1.468770117097268, 
1,35.89,15993.3,16627.32829242777,16583.657658634893,-2678.228292, , ,-2.284195586, 
1,35.9,16230,16625.12989930323,16582.020122567923,-2439.329899, , ,-4.253191435, 
1,35.91,16453.3,16622.94453242574,16580.383847506382,-2213.844532, , ,-0.649869275, 
1,35.92,16190,16620.771855869556,16578.748833217884,-2474.971856, , ,-3.837790525, 
1,35.93,16236.7,16618.611547059376,16577.115079469044,-2426.111547, , ,0.9178863235412853, 
1,35.94,16383.3,16616.463293909317,16575.482586025482,-2277.363294, , ,-3.897196847, 
1,35.95,16383.3,16614.326796014975,16573.851352651785,-2275.226796, , ,-0.765049204, 
1,35.96,16526.7,16612.201766322436,16572.22137911159,-2129.701766, , ,-0.11225408, 
1,35.97,16476.7,16610.08792278352,16570.592665167478,-2177.587923, , ,-3.164133542, 
1,35.98,16393.3,16607.98499336268,16568.96521058108,-2258.884993, , ,1.1857873898608728, 
1,35.99,16626.7,16605.89271818268,16567.339015112993,-2023.392718, , ,-4.447899718, 
1,36,16653.3,16603.81084857098,16565.71407852284,-1994.710849, , ,1.1045058864688555, 
1,36.01,16430,16601.73913323143,16564.09040056923,-2215.939133, , ,-1.037566955, 
1,36.02,15910,16599.67734017879,16562.467981009784,-2733.87734, , ,1.6006771547345322, 
1,36.03,16076.7,16597.625240526268,16560.846819601127,-2565.125241, , ,-2.697240436, 
1,36.04,15986.7,16595.582615876505,16559.22692,-2653.082616, , ,-2.108306004, 
1,36.05,16316.7,16593.54925307633,16557.608270257726,-2321.049253, , ,-2.261012572, 
1,36.06,16323.3,16591.524940878953,16555.990881831254,-2312.424941, , ,-2.118156913, 
1,36.07,16703.3,16589.509486394818,16554.37475057214,-1930.409486, , ,-3.462269169, 
1,36.08,16150,16587.50268910398,16552.75987623205,-2481.702689, , ,-3.666845304, 
1,36.09,16480,16585.504365174806,16551.146258561646,-2149.704365, , ,0.8956811830234047, 
1,36.1,16436.7,16583.514331728344,16549.53389731062,-2191.014332, , ,-3.128333151, 
1,36.11,16223.3,16581.53241613667,16547.922792227673,-2402.432416, , ,1.0073171990275498, 
1,36.12,16183.3,16579.558449347118,16546.312943060497,-2440.458449, , ,-3.163189512, 
1,36.13,16390,16577.592259445046,16544.704349555825,-2231.792259, , ,-2.003804782, 
1,36.14,16310,16575.633690488852,16543.097011459387,-2309.83369, , ,-0.804849384, 
1,36.15,16116.7,16573.682587966465,16541.490928515934,-2501.182588, , ,1.0370742916471627, 
1,36.16,16203.3,16571.738801656382,16539.886100469248,-2412.638802, , ,0.5975374945436804, 
1,36.17,16166.7,16569.802184554726,16538.28252706209,-2447.302185, , ,-1.678564587, 
1,36.18,16613.3,16567.872596928442,16536.68020803627,-1998.772597, , ,1.0232396806640247, 
1,36.19,16500,16565.949903096604,16535.079143132614,-2110.149903, , ,-1.589681471, 
1,36.2,16296.7,16564.033965589148,16533.479332090956,-2311.533966, , ,-0.004299917, 
1,36.21,16516.7,16562.124657544675,16531.88077465016,-2089.624658, , ,-0.398436328, 
1,36.22,16436.7,16560.221854961816,16530.283470548096,-2167.721855, , ,-0.81874471, 
1,36.23,16396.7,16558.32543181168,16528.68741952168,-2205.825432, , ,-1.289785666, 
1,36.24,16096.7,16556.435275058204,16527.09262130683,-2503.935275, , ,-2.107584292, 
1,36.25,16290,16554.551265227044,16525.499075638498,-2308.751265, , ,-0.638195094, 
1,36.26,16433.3,16552.673293929358,16523.906782250662,-2163.573294, , ,-3.060741682, 
1,36.27,16403.3,16550.80125432503,16522.315740876315,-2191.701254, , ,-1.802041063, 
1,36.28,16420,16548.935037069594,16520.72595124749,-2173.135037, , ,-0.408111344, 
