11.23,32103.3
11.24,31823.3
11.25,32020
11.26,32646.7
11.27,32046.7
11.28,32680
11.29,31770
11.3,32510
11.31,32013.3
11.32,32563.3
11.33,32726.7
11.34,32640
11.35,32740
11.36,32613.3
11.37,32256.7
11.38,33083.3
11.39,33266.7
11.4,32990
11.41,32830
11.42,33086.7
11.43,33113.3
11.44,32660
11.45,32980
11.46,33403.3
11.47,32520
11.48,33396.7
11.49,33143.3
11.5,33676.7
11.51,32803.3
11.52,33213.3
11.53,33583.3
11.54,32716.7
11.55,33233.3
11.56,32870
11.57,32970
11.58,33766.7
11.59,33230
11.6,32876.7
11.61,33440
11.62,33383.3
11.63,33430
11.64,33296.7
11.65,33440
11.66,32986.7
11.67,33076.7
11.68,33290
11.69,33243.3
11.7,33010
11.71,33393.3
11.72,33926.7
11.73,34293.3
11.74,33833.3
11.75,33663.3
11.76,33760
11.77,33023.3
11.78,33393.3
11.79,33550
11.8,33510
11.81,33293.3
11.82,33420
11.83,33676.7
11.84,33126.7
11.85,32843.3
11.86,33620
11.87,33533.3
11.88,33216.7
11.89,33103.3
11.9,33166.7
11.91,33536.7
11.92,33353.3
11.93,33403.3
11.94,32956.7
11.95,33333.3
11.96,33320
11.97,33540
11.98,33570
11.99,33306.7
12,33103.3
12.01,33190
12.02,33943.3
12.03,33663.3
12.04,34296.7
12.05,34350
12.06,34060
12.07,34336.7
12.08,34783.3
12.09,34353.3
12.1,34633.3
12.11,34183.3
12.12,33773.3
12.13,34403.3
12.14,34053.3
12.15,34553.3
12.16,34490
12.17,34086.7
12.18,34016.7
12.19,34050
12.2,33770
12.21,33630
12.22,33920
12.23,33740
12.24,33626.7
12.25,33626.7
12.26,33796.7
12.27,34096.7
12.28,33986.7
12.29,33906.7
12.3,33650
12.31,33353.3
12.32,34343.3
12.33,33256.7
12.34,34533.3
12.35,33746.7
12.36,34023.3
12.37,33810
12.38,33656.7
12.39,34120
12.4,33920
12.41,33673.3
12.42,33456.7
12.43,33343.3
12.44,33746.7
12.45,34083.3
12.46,33953.3
12.47,33706.7
12.48,34083.3
12.49,34110
12.5,34156.7
12.51,34626.7
12.52,33870
12.53,33426.7
12.54,33780
12.55,34180
12.56,33990
12.57,33693.3
12.58,34186.7
12.59,33926.7
12.6,33986.7
12.61,33683.3
12.62,34050
12.63,34453.3
12.64,34270
12.65,34063.3
12.66,34406.7
12.67,34386.7
12.68,34480
12.69,33806.7
12.7,34056.7
12.71,34226.7
12.72,34223.3
12.73,34173.3
12.74,34436.7
12.75,34306.7
12.76,34636.7
12.77,35006.7
12.78,34823.3
12.79,34043.3
12.8,34676.7
12.81,34443.3
12.82,34816.7
12.83,34760
12.84,34406.7
12.85,34500
12.86,34880
12.87,35236.7
12.88,34310
12.89,35103.3
12.9,34883.3
12.91,34760
12.92,34483.3
12.93,34340
12.94,34850
12.95,34840
12.96,34960
12.97,35210
12.98,34336.7
12.99,34466.7
13,34216.7
13.01,34873.3
13.02,34993.3
13.03,35170
13.04,34780
13.05,35270
13.06,34266.7
13.07,34950
13.08,34703.3
13.09,34890
13.1,34823.3
13.11,36066.7
13.12,34913.3
13.13,34746.7
13.14,35310
13.15,35350
13.16,35063.3
13.17,35450
13.18,34956.7
13.19,35420
13.2,35976.7
13.21,34726.7
13.22,35456.7
13.23,35920
13.24,36206.7
13.25,36016.7
13.26,36203.3
13.27,35630
13.28,36110
13.29,35360
13.3,35870
13.31,36373.3
13.32,36206.7
13.33,35710
13.34,35646.7
13.35,35596.7
13.36,35856.7
13.37,36090
13.38,36210
13.39,36363.3
13.4,36556.7
13.41,36413.3
13.42,35510
13.43,36306.7
13.44,36573.3
13.45,36683.3
13.46,37406.7
13.47,36353.3
13.48,36780
13.49,37416.7
13.5,37950
13.51,38186.7
13.52,38643.3
13.53,38626.7
13.54,38910
13.55,39876.7
13.56,39853.3
13.57,40506.7
13.58,41156.7
13.59,41726.7
13.6,41403.3
13.61,42350
13.62,43140
13.63,43193.3
13.64,42753.3
13.65,43123.3
13.66,42653.3
13.67,42326.7
13.68,42316.7
13.69,41670
13.7,41096.7
13.71,40580
13.72,39996.7
13.73,39160
13.74,39146.7
13.75,39230
13.76,38863.3
13.77,38303.3
13.78,38210
13.79,38360
13.8,37556.7
13.81,37386.7
13.82,36933.3
13.83,36280
13.84,36213.3
13.85,36083.3
13.86,36186.7
13.87,35686.7
13.88,35583.3
13.89,35530
13.9,36290
13.91,35970
13.92,36200
13.93,35490
13.94,36303.3
13.95,36390
13.96,36316.7
13.97,36166.7
13.98,36443.3
13.99,36606.7
14,36416.7
14.01,36740
14.02,35790
14.03,36496.7
14.04,36143.3
14.05,35980
14.06,36023.3
14.07,35546.7
14.08,35820
14.09,35790
14.1,35523.3
14.11,35296.7
14.12,35166.7
14.13,35253.3
14.14,35290
14.15,35016.7
14.16,35660
14.17,35616.7
14.18,35126.7
14.19,35330
14.2,34986.7
14.21,34953.3
14.22,35386.7
14.23,36093.3
14.24,35656.7
14.25,35240
14.26,34840
14.27,34483.3
14.28,34696.7
14.29,34833.3
14.3,34676.7
14.31,34840
14.32,35623.3
14.33,35060
14.34,34480
14.35,34956.7
14.36,34206.7
14.37,34230
14.38,34740
14.39,34623.3
14.4,34773.3
14.41,34733.3
14.42,35500
14.43,34986.7
14.44,34956.7
14.45,34746.7
14.46,34563.3
14.47,34240
14.48,34736.7
14.49,34763.3
14.5,34886.7
14.51,34413.3
14.52,34716.7
14.53,34770
14.54,35110
14.55,34796.7
14.56,34683.3
14.57,34690
14.58,33913.3
14.59,34353.3
14.6,34870
14.61,35083.3
14.62,34026.7
14.63,34630
14.64,34620
14.65,34813.3
14.66,34063.3
14.67,34023.3
14.68,34300
14.69,34153.3
14.7,34036.7
14.71,34060
14.72,34176.7
14.73,33570
14.74,33780
14.75,33580
14.76,34156.7
14.77,34393.3
14.78,34200
14.79,33863.3
14.8,34353.3
14.81,34110
14.82,34193.3
14.83,34326.7
14.84,33896.7
14.85,34156.7
14.86,33990
14.87,34206.7
14.88,34176.7
14.89,33826.7
14.9,33506.7
14.91,33846.7
14.92,33703.3
14.93,34236.7
14.94,34510
14.95,34180
14.96,34266.7
14.97,33733.3
14.98,34336.7
14.99,34313.3
15,34000
15.01,33516.7
15.02,33923.3
15.03,33946.7
15.04,33766.7
15.05,33466.7
15.06,33613.3
15.07,33270
15.08,33860
15.09,33910
15.1,34200
15.11,33460
15.12,34116.7
15.13,33500
15.14,33793.3
15.15,33923.3
15.16,34013.3
15.17,33376.7
15.18,33786.7
15.19,33940
15.2,33333.3
15.21,33176.7
15.22,33060
15.23,33483.3
15.24,33496.7
15.25,33866.7
15.26,33176.7
15.27,33496.7
15.28,33423.3
15.29,33253.3
15.3,33480
15.31,33530
15.32,33910
15.33,33643.3
15.34,33086.7
15.35,33543.3
15.36,33483.3
15.37,32833.3
15.38,33910
15.39,33036.7
15.4,33310
15.41,33153.3
15.42,32820
15.43,33100
15.44,32786.7
15.45,33873.3
15.46,32710
15.47,33513.3
15.48,33093.3
15.49,33190
15.5,33253.3
15.51,33190
15.52,33296.7
15.53,33456.7
15.54,33056.7
15.55,33096.7
15.56,32916.7
15.57,33410
15.58,33313.3
15.59,33580
15.6,33243.3
15.61,33763.3
15.62,33733.3
15.63,33763.3
15.64,34020
15.65,34006.7
15.66,34640
15.67,34543.3
15.68,34840
15.69,34920
15.7,35826.7
15.71,35186.7
15.72,35863.3
15.73,35623.3
15.74,36430
15.75,36186.7
15.76,36620
15.77,36016.7
15.78,36340
15.79,35443.3
15.8,35483.3
15.81,35543.3
15.82,35380
15.83,35243.3
15.84,35073.3
15.85,34846.7
15.86,34336.7
15.87,34660
15.88,34143.3
15.89,34390
15.9,34490
15.91,34190
15.92,33446.7
15.93,32936.7
15.94,32693.3
15.95,32520
15.96,32310
15.97,32190
15.98,31950
15.99,31590
16,31746.7
16.01,31346.7
16.02,31983.3
16.03,30920
16.04,31773.3
16.05,31110
16.06,31070
16.07,30960
16.08,31423.3
16.09,31340
16.1,31200
16.11,31490
16.12,30910
16.13,31203.3
16.14,31280
16.15,31160
16.16,30653.3
16.17,31200
16.18,30050
16.19,30683.3
16.2,30923.3
16.21,30566.7
16.22,30800
16.23,30426.7
16.24,30410
16.25,30773.3
16.26,30153.3
16.27,30660
16.28,30586.7
16.29,30123.3
16.3,30613.3
16.31,30003.3
16.32,29993.3
16.33,30040
16.34,29623.3
16.35,29666.7
16.36,29716.7
16.37,29743.3
16.38,29790
16.39,30376.7
16.4,29710
16.41,29553.3
16.42,30166.7
16.43,29423.3
16.44,29556.7
16.45,29336.7
16.46,29373.3
16.47,29266.7
16.48,29070
16.49,29586.7
16.5,29696.7
16.51,29790
16.52,29490
16.53,29496.7
16.54,29806.7
16.55,29423.3
16.56,29636.7
16.57,28973.3
16.58,29050
16.59,29026.7
16.6,29230
16.61,28780
16.62,28836.7
16.63,28996.7
16.64,29060
16.65,28860
16.66,28796.7
16.67,28130
16.68,28573.3
16.69,28470
16.7,28943.3
16.71,28770
16.72,28986.7
16.73,28886.7
16.74,28790
16.75,28806.7
16.76,28496.7
16.77,28696.7
16.78,28810
16.79,28130
16.8,28960
16.81,28476.7
16.82,28483.3
16.83,28990
16.84,28860
16.85,28500
16.86,28196.7
16.87,28020
16.88,28333.3
16.89,27783.3
16.9,28660
16.91,28546.7
16.92,28160
16.93,28276.7
16.94,28270
16.95,28036.7
16.96,28343.3
16.97,28090
16.98,28383.3
16.99,28176.7
17,27970
17.01,27823.3
17.02,28016.7
17.03,27806.7
17.04,28863.3
17.05,27613.3
17.06,28006.7
17.07,28180
17.08,27660
17.09,28063.3
17.1,28100
17.11,27296.7
17.12,27710
17.13,27850
17.14,27326.7
17.15,27236.7
17.16,27496.7
17.17,27463.3
17.18,27296.7
17.19,27730
17.2,27310
17.21,28060
17.22,27310
17.23,27846.7
17.24,27616.7
17.25,26973.3
17.26,27573.3
17.27,27623.3
17.28,27740
17.29,27663.3
17.3,27826.7
17.31,27780
17.32,28070
17.33,27513.3
17.34,28160
17.35,27496.7
17.36,27816.7
17.37,28333.3
17.38,28123.3
17.39,28173.3
17.4,28510
17.41,27746.7
17.42,27760
17.43,27613.3
17.44,27753.3
17.45,27613.3
17.46,27416.7
17.47,26756.7
17.48,27053.3
17.49,27160
17.5,26923.3
17.51,26880
17.52,26740
17.53,26476.7
17.54,26453.3
17.55,26036.7
17.56,26353.3
17.57,26490
17.58,26056.7
17.59,26140
17.6,25923.3
17.61,26193.3
17.62,25943.3
17.63,25846.7
17.64,25806.7
17.65,25760
17.66,25810
17.67,25930
17.68,26080
17.69,25620
17.7,25170
17.71,25516.7
17.72,25500
17.73,25553.3
17.74,25946.7
17.75,25536.7
17.76,25700
17.77,25600
17.78,25583.3
17.79,25680
17.8,25673.3
17.81,25106.7
17.82,25373.3
17.83,24980
17.84,25376.7
17.85,25016.7
17.86,24806.7
17.87,24836.7
17.88,24740
17.89,24866.7
17.9,24383.3
17.91,25026.7
17.92,25163.3
17.93,24766.7
17.94,25336.7
17.95,24563.3
17.96,24906.7
17.97,24336.7
17.98,24356.7
17.99,24686.7
18,24596.7
18.01,24416.7
18.02,24180
18.03,24606.7
18.04,24980
18.05,24416.7
18.06,24336.7
18.07,25070
18.08,24276.7
18.09,25170
18.1,23980
18.11,24483.3
18.12,24536.7
18.13,24073.3
18.14,24706.7
18.15,24090
18.16,24080
18.17,24456.7
18.18,24033.3
18.19,24266.7
18.2,24070
18.21,24146.7
18.22,24166.7
18.23,24390
18.24,24106.7
18.25,23886.7
18.26,23890
18.27,23606.7
18.28,23336.7
18.29,23406.7
18.3,23440
18.31,23620
18.32,24060
18.33,23900
18.34,23580
18.35,23030
18.36,23683.3
18.37,23706.7
18.38,23340
18.39,23540
18.4,23420
18.41,23190
18.42,23556.7
18.43,23083.3
18.44,23193.3
18.45,23466.7
18.46,23296.7
18.47,23316.7
18.48,23313.3
18.49,23286.7
18.5,23070
18.51,23106.7
18.52,23386.7
18.53,23003.3
18.54,23166.7
18.55,22756.7
18.56,23206.7
18.57,23213.3
18.58,23170
18.59,23116.7
18.6,22886.7
18.61,22493.3
18.62,22766.7
18.63,22786.7
18.64,23043.3
18.65,22620
18.66,22933.3
18.67,22713.3
18.68,22846.7
18.69,22860
18.7,22883.3
18.71,22666.7
18.72,22406.7
18.73,22980
18.74,23020
18.75,22556.7
18.76,22770
18.77,22110
18.78,21886.7
18.79,22063.3
18.8,23113.3
18.81,22493.3
18.82,22730
18.83,22470
18.84,22156.7
18.85,22766.7
18.86,22743.3
18.87,22523.3
18.88,22490
18.89,22810
18.9,22350
18.91,22650
18.92,22196.7
18.93,22130
18.94,21970
18.95,22150
18.96,22313.3
18.97,21963.3
18.98,22350
18.99,22103.3
19,21983.3
19.01,22373.3
19.02,22216.7
19.03,22093.3
19.04,22403.3
19.05,22156.7
19.06,22400
19.07,21953.3
19.08,22776.7
19.09,21833.3
19.1,22116.7
19.11,21766.7
19.12,22006.7
19.13,22116.7
19.14,21946.7
19.15,22003.3
19.16,22213.3
19.17,21436.7
19.18,21983.3
19.19,22036.7
19.2,22276.7
19.21,22010
19.22,22566.7
19.23,21973.3
19.24,21903.3
19.25,21793.3
19.26,21513.3
19.27,21846.7
19.28,21786.7
19.29,21460
19.3,21796.7
19.31,21983.3
19.32,21356.7
19.33,21493.3
19.34,21190
19.35,21656.7
19.36,21150
19.37,21226.7
19.38,21653.3
19.39,21553.3
19.4,21986.7
19.41,21693.3
19.42,21496.7
19.43,21663.3
19.44,21820
19.45,21783.3
19.46,21220
19.47,21626.7
19.48,21193.3
19.49,21753.3
19.5,21273.3
19.51,21206.7
19.52,20723.3
19.53,21063.3
19.54,21473.3
19.55,20996.7
19.56,20996.7
19.57,21476.7
19.58,21500
19.59,21310
19.6,21606.7
19.61,21206.7
19.62,21510
19.63,21323.3
19.64,21520
19.65,21103.3
19.66,21246.7
19.67,20903.3
19.68,20780
19.69,21433.3
19.7,21436.7
19.71,21530
19.72,20826.7
19.73,21063.3
19.74,21086.7
19.75,20960
19.76,21180
19.77,21006.7
19.78,20936.7
19.79,20680
19.8,20380
19.81,20903.3
19.82,20956.7
19.83,20893.3
19.84,20880
19.85,20826.7
19.86,20910
19.87,20983.3
19.88,20823.3
19.89,20960
19.9,20973.3
19.91,21070
19.92,21390
19.93,21123.3
19.94,21136.7
19.95,21183.3
19.96,21083.3
19.97,21250
19.98,21303.3
19.99,21033.3
20,21433.3
20.01,20716.7
20.02,21006.7
20.03,21006.7
20.04,20853.3
20.05,21023.3
20.06,21030
20.07,21113.3
20.08,21106.7
20.09,21120
20.1,21116.7
20.11,21343.3
20.12,21250
20.13,21573.3
20.14,20823.3
20.15,21253.3
20.16,21256.7
20.17,21023.3
20.18,21190
20.19,20810
20.2,21173.3
20.21,20730
20.22,20920
20.23,20536.7
20.24,20990
20.25,20926.7
20.26,20876.7
20.27,20870
20.28,20976.7
20.29,20860
20.3,21016.7
20.31,21033.3
20.32,21050
20.33,20330
20.34,20796.7
20.35,21033.3
20.36,21040
20.37,20423.3
20.38,20253.3
20.39,20600
20.4,20626.7
20.41,20996.7
20.42,20880
20.43,21000
20.44,20820
20.45,20916.7
20.46,20756.7
20.47,20873.3
20.48,21010
20.49,20993.3
20.5,20970
20.51,20943.3
20.52,20850
20.53,20763.3
20.54,21103.3
20.55,21026.7
20.56,20573.3
20.57,20670
20.58,20570
20.59,20450
20.6,20446.7
20.61,20586.7
20.62,20676.7
20.63,20373.3
20.64,20486.7
20.65,20333.3
20.66,20540
20.67,20856.7
20.68,20653.3
20.69,20933.3
20.7,20650
20.71,20326.7
20.72,20560
20.73,20463.3
20.74,20526.7
20.75,20666.7
20.76,20660
20.77,20040
20.78,20153.3
20.79,20406.7
20.8,20403.3
20.81,20446.7
20.82,20416.7
20.83,20706.7
20.84,20493.3
20.85,19910
20.86,20326.7
20.87,20340
20.88,20383.3
20.89,20290
20.9,20550
20.91,20253.3
20.92,20246.7
20.93,20033.3
20.94,20383.3
20.95,20180
20.96,20470
20.97,20260
20.98,19913.3
20.99,20013.3
21,20110
21.01,20000
21.02,20046.7
21.03,20126.7
21.04,20673.3
21.05,20383.3
21.06,20603.3
21.07,20550
21.08,20720
21.09,20380
21.1,19796.7
21.11,20236.7
21.12,20096.7
21.13,20466.7
21.14,20230
21.15,20270
21.16,20046.7
21.17,19633.3
21.18,19993.3
21.19,20340
21.2,20196.7
21.21,20363.3
21.22,19796.7
21.23,19806.7
21.24,20186.7
21.25,20056.7
21.26,20136.7
21.27,20186.7
21.28,19926.7
21.29,20023.3
21.3,20003.3
21.31,20160
21.32,19710
21.33,20026.7
21.34,19906.7
21.35,19823.3
21.36,19643.3
21.37,19846.7
21.38,20006.7
21.39,20020
21.4,20003.3
21.41,20563.3
21.42,20080
21.43,19963.3
21.44,19870
21.45,20030
21.46,19746.7
21.47,19706.7
21.48,20110
21.49,20070
21.5,20306.7
21.51,19796.7
21.52,19836.7
21.53,19783.3
21.54,20046.7
21.55,20250
21.56,19793.3
21.57,19790
21.58,20073.3
21.59,19886.7
21.6,20413.3
21.61,19990
21.62,20270
21.63,20426.7
21.64,20023.3
21.65,20390
21.66,20206.7
21.67,20260
21.68,20183.3
21.69,20380
21.7,20606.7
21.71,20126.7
21.72,20430
21.73,20440
21.74,20253.3
21.75,20170
21.76,20240
21.77,20243.3
21.78,19913.3
21.79,20263.3
21.8,19996.7
21.81,20026.7
21.82,20336.7
21.83,19886.7
21.84,19866.7
21.85,19966.7
21.86,19486.7
21.87,19786.7
21.88,19876.7
21.89,20213.3
21.9,20103.3
21.91,19610
21.92,19833.3
21.93,20020
21.94,19893.3
21.95,20003.3
21.96,20356.7
21.97,20030
21.98,20033.3
21.99,19796.7
22,20193.3
22.01,19830
22.02,20020
22.03,19923.3
22.04,20043.3
22.05,20096.7
22.06,19616.7
22.07,19503.3
22.08,20160
22.09,19510
22.1,19930
22.11,19383.3
22.12,19863.3
22.13,19653.3
22.14,19780
22.15,19910
22.16,19813.3
22.17,20286.7
22.18,19736.7
22.19,19603.3
22.2,19883.3
22.21,19730
22.22,20123.3
22.23,19793.3
22.24,19846.7
22.25,19643.3
22.26,20026.7
22.27,19753.3
22.28,19933.3
22.29,19960
22.3,19826.7
22.31,19583.3
22.32,19713.3
22.33,20180
22.34,19870
22.35,19880
22.36,19746.7
22.37,19793.3
22.38,20036.7
22.39,20213.3
22.4,19966.7
22.41,20050
22.42,20106.7
22.43,19686.7
22.44,19646.7
22.45,19596.7
22.46,19616.7
22.47,19740
22.48,19760
22.49,19586.7
22.5,19943.3
22.51,19500
22.52,19526.7
22.53,19540
22.54,19753.3
22.55,19743.3
22.56,19703.3
22.57,19810
22.58,19386.7
22.59,19670
22.6,19786.7
22.61,19743.3
22.62,20200
22.63,19636.7
22.64,19500
22.65,19960
22.66,19620
22.67,19726.7
22.68,19820
22.69,19656.7
22.7,19710
22.71,19783.3
22.72,20090
22.73,19730
22.74,19916.7
22.75,19896.7
22.76,19643.3
22.77,19380
22.78,19560
22.79,19620
22.8,19463.3
22.81,19490
22.82,19796.7
22.83,19860
22.84,20080
22.85,19666.7
22.86,19420
22.87,19313.3
22.88,19400
22.89,19393.3
22.9,19660
22.91,19560
22.92,19480
22.93,19153.3
22.94,19826.7
22.95,19420
22.96,19336.7
22.97,19373.3
22.98,20160
22.99,19740
23,19476.7
23.01,19693.3
23.02,19626.7
23.03,19520
23.04,19276.7
23.05,19756.7
23.06,19296.7
23.07,19403.3
23.08,19093.3
23.09,19306.7
23.1,19220
23.11,19603.3
23.12,19690
23.13,18980
23.14,19996.7
23.15,19403.3
23.16,19156.7
23.17,19766.7
23.18,19383.3
23.19,20040
23.2,19306.7
23.21,19286.7
23.22,19220
23.23,19226.7
23.24,19506.7
23.25,19646.7
23.26,19650
23.27,19283.3
23.28,19550
23.29,19483.3
23.3,19066.7
23.31,19373.3
23.32,19400
23.33,19466.7
23.34,19723.3
23.35,19460
23.36,19413.3
23.37,19103.3
23.38,19470
23.39,19330
23.4,19603.3
23.41,19563.3
23.42,19763.3
23.43,19466.7
23.44,19773.3
23.45,19096.7
23.46,19370
23.47,19510
23.48,19463.3
23.49,19173.3
23.5,19400
23.51,19126.7
23.52,19656.7
23.53,19166.7
23.54,19183.3
23.55,19246.7
23.56,19310
23.57,19056.7
23.58,19113.3
23.59,19366.7
23.6,19540
23.61,19490
23.62,19573.3
23.63,19466.7
23.64,19326.7
23.65,19530
23.66,19356.7
23.67,19653.3
23.68,19233.3
23.69,19266.7
23.7,19540
23.71,19163.3
23.72,19320
23.73,19146.7
23.74,19223.3
23.75,18953.3
23.76,19283.3
23.77,19203.3
23.78,19553.3
23.79,19453.3
23.8,19280
23.81,19320
23.82,19240
23.83,18960
23.84,19290
23.85,19123.3
23.86,19560
23.87,19790
23.88,19366.7
23.89,19640
23.9,19156.7
23.91,19750
23.92,19576.7
23.93,19616.7
23.94,19370
23.95,19410
23.96,19473.3
23.97,19866.7
23.98,19436.7
23.99,19573.3
24,19063.3
24.01,19403.3
24.02,19046.7
24.03,19620
24.04,18900
24.05,19406.7
24.06,19406.7
24.07,19256.7
24.08,18796.7
24.09,19016.7
24.1,19270
24.11,19270
24.12,19093.3
24.13,18986.7
24.14,19300
24.15,19190
24.16,19446.7
24.17,18726.7
24.18,18780
24.19,19443.3
24.2,19193.3
24.21,19566.7
24.22,19250
24.23,19413.3
24.24,18933.3
24.25,19210
24.26,19320
24.27,19083.3
24.28,19230
24.29,19143.3
24.3,19373.3
24.31,19546.7
24.32,19026.7
24.33,19236.7
24.34,19176.7
24.35,19980
24.36,19166.7
24.37,19443.3
24.38,18940
24.39,19186.7
24.4,19150
24.41,19213.3
24.42,19133.3
24.43,19383.3
24.44,19146.7
24.45,19706.7
24.46,19496.7
24.47,19110
24.48,19016.7
24.49,19130
24.5,19046.7
24.51,19043.3
24.52,19250
24.53,18903.3
24.54,18613.3
24.55,18723.3
24.56,18990
24.57,18923.3
24.58,19326.7
24.59,19053.3
24.6,19120
24.61,18833.3
24.62,18833.3
24.63,19350
24.64,19533.3
24.65,19556.7
24.66,19520
24.67,19460
24.68,19136.7
24.69,19120
24.7,19403.3
24.71,19333.3
24.72,19320
24.73,19803.3
24.74,19430
24.75,18856.7
24.76,19223.3
24.77,18813.3
24.78,19166.7
24.79,19060
24.8,19166.7
24.81,19146.7
24.82,18876.7
24.83,19073.3
24.84,18980
24.85,18960
24.86,19020
24.87,18866.7
24.88,18933.3
24.89,19103.3
24.9,18856.7
24.91,19256.7
24.92,19016.7
24.93,18940
24.94,18843.3
24.95,19136.7
24.96,18620
24.97,18726.7
24.98,18476.7
24.99,18703.3
25,18470
25.01,18396.7
25.02,18740
25.03,18696.7
25.04,19176.7
25.05,19206.7
25.06,19140
25.07,18850
25.08,18710
25.09,19050
25.1,18926.7
25.11,18460
25.12,18760
25.13,18516.7
25.14,18430
25.15,18403.3
25.16,18460
25.17,18586.7
25.18,18700
25.19,19026.7
25.2,19300
25.21,18760
25.22,19103.3
25.23,19050
25.24,18926.7
25.25,18870
25.26,18650
25.27,18490
25.28,18500
25.29,18536.7
25.3,18320
25.31,18816.7
25.32,18516.7
25.33,18753.3
25.34,18450
25.35,18606.7
25.36,18803.3
25.37,18770
25.38,18956.7
25.39,18456.7
25.4,18540
25.41,18773.3
25.42,18756.7
25.43,18470
25.44,19450
25.45,18723.3
25.46,18736.7
25.47,18866.7
25.48,19066.7
25.49,18936.7
25.5,18476.7
25.51,19193.3
25.52,18563.3
25.53,18770
25.54,18890
25.55,18970
25.56,18926.7
25.57,18663.3
25.58,18656.7
25.59,18706.7
25.6,18653.3
25.61,18710
25.62,18753.3
25.63,18956.7
25.64,18760
25.65,18763.3
25.66,18646.7
25.67,18906.7
25.68,18800
25.69,18376.7
25.7,18690
25.71,18796.7
25.72,18643.3
25.73,18596.7
25.74,18643.3
25.75,18950
25.76,19123.3
25.77,18790
25.78,18796.7
25.79,18763.3
25.8,18926.7
25.81,18880
25.82,18556.7
25.83,18833.3
25.84,18693.3
25.85,18666.7
25.86,18730
25.87,18653.3
25.88,19063.3
25.89,18546.7
25.9,18280
25.91,18763.3
25.92,18330
25.93,18973.3
25.94,18316.7
25.95,18736.7
25.96,18823.3
25.97,18406.7
25.98,18996.7
25.99,18230
26,18980
26.01,18683.3
26.02,19043.3
26.03,18453.3
26.04,18530
26.05,18506.7
26.06,18523.3
26.07,18340
26.08,18310
26.09,18926.7
26.1,18376.7
26.11,18936.7
26.12,18366.7
26.13,18520
26.14,18680
26.15,18930
26.16,18866.7
26.17,18553.3
26.18,18920
26.19,18560
26.2,18773.3
26.21,18716.7
26.22,18656.7
26.23,18590
26.24,18476.7
26.25,18673.3
26.26,18343.3
26.27,18510
26.28,18696.7
26.29,18330
26.3,18456.7
26.31,18580
26.32,18853.3
26.33,18616.7
26.34,18363.3
26.35,18496.7
26.36,18636.7
26.37,18213.3
26.38,18963.3
26.39,18426.7
26.4,18773.3
26.41,18536.7
26.42,18286.7
26.43,18660
26.44,18470
26.45,18676.7
26.46,18310
26.47,18636.7
26.48,18493.3
26.49,18826.7
26.5,19080
26.51,18700
26.52,18553.3
26.53,18603.3
26.54,18843.3
26.55,19333.3
26.56,19056.7
26.57,19230
26.58,18866.7
26.59,18710
26.6,18900
26.61,19266.7
26.62,18656.7
26.63,19073.3
26.64,19250
26.65,19163.3
26.66,19303.3
26.67,19603.3
26.68,19686.7
26.69,19800
26.7,19910
26.71,19773.3
26.72,19650
26.73,19780
26.74,19096.7
26.75,19950
26.76,19640
26.77,19966.7
26.78,19486.7
26.79,19676.7
26.8,19700
26.81,19793.3
26.82,19676.7
26.83,19666.7
26.84,19436.7
26.85,19070
26.86,19220
