used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd2Zr2O7,Gd3Fe5O12,tick-pos,diff/sigma,Axis-limits
1,22.48,19760,19841.539672867446,19840.946310275285,-2125.739673, , , ,184.61662980349305, 
1,22.49,19586.7,19838.522243229323,19837.928497647517,-2296.022243, , , ,184.68892765945662, 
1,22.5,19943.3,19835.505167178424,19834.91101065612,-1936.405167, , , ,184.8153132183586, 
1,22.51,19500,19832.488446819974,19831.893851182802,-2376.688447, , , ,186.08250858154292, 
1,22.52,19526.7,19829.472083411485,19828.877021107197,-2346.972083, , , ,184.0380395461764, 
1,22.53,19540,19826.456079124655,19825.860522306706,-2330.656079, , , ,182.8297021821126, 
1,22.54,19753.3,19823.44043522385,19822.844356656642,-2114.340435, , , ,183.79336223052235, 
1,22.55,19743.3,19820.42515383927,19819.828526030164,-2121.325154, , , ,184.87833837418594, 
1,22.56,19703.3,19817.410236286843,19816.81303229826,-2158.310236, , , ,184.36377084449103, 
1,22.57,19810,19814.39568473719,19813.79787732981,-2048.595685, , , ,183.55734798694385, 
1,22.58,19386.7,19811.381500401356,19810.783062991508,-2468.8815, , , ,184.89645751068352, 
1,22.59,19670,19808.36768549411,19807.768591147946,-2182.567685, , , ,184.1920194, 
1,22.6,19786.7,19805.354241337707,19804.754463661542,-2062.854241, , , ,184.3548209, 
1,22.61,19743.3,19802.34117007184,19801.740682392596,-2103.24117, , , ,183.53010652206356, 
1,22.62,20200,19799.32847,19798.72724919927,-1643.528473, , , ,184.52642087245934, 
1,22.63,19636.7,19796.316152315983,19795.714165937552,-2203.816152, , , ,185.61600146539092, 
1,22.64,19500,19793.304209319813,19792.701434461338,-2337.504209, , , ,185.1215816699933, 
1,22.65,19960,19790.292646246515,19789.68905662235,-1874.492646, , , ,184.5624555536689, 
1,22.66,19620,19787.281464331027,19786.677034270193,-2211.481464, , , ,185.4904310200394, 
1,22.67,19726.7,19784.27066583804,19783.665369252332,-2101.770666, , , ,185.43651204657618, 
1,22.68,19820,19781.260252050375,19780.654063414102,-2005.460252, , , ,185.68791021496256, 
1,22.69,19656.7,19778.25022515394,19777.643118598688,-2165.750225, , , ,183.86598380342133, 
1,22.7,19710,19775.24058664335,19774.632536647154,-2109.440587, , , ,184.5445745612696, 
1,22.71,19783.3,19772.23133838361,19771.62231939843,-2033.131338, , , ,185.00459453754112, 
1,22.72,20090,19769.222482192905,19768.612468689324,-1723.422482, , , ,184.99540534834915, 
1,22.73,19730,19766.21401976432,19765.602986354486,-2080.41402, , , ,184.86021746173512, 
1,22.74,19916.7,19763.20595302354,19762.593874226466,-1890.705953, , , ,185.5712801055163, 
1,22.75,19896.7,19760.19828342843,19759.585134135665,-1907.698283, , , ,185.22067919106655, 
